Year,Quarter,STATE,Production,In Bottles & Cans,In Kegs,"Tax-Determined,
Premises Use","For Export,
Vessels &
Aircraft","Consumed On
Brewery
Premises","Stocks On Hand
End-of-Month",Brewery Count
2022,Q1,Virginia,"3,004,209.50","2,644,432.65","218,142.21","40,494.29",,474.73,"713,090.37",479
2022,Q1,Washington,"143,975.23","54,728.49","35,861.64","34,043.59",159.16,733.57,"51,961.45",692
2022,Q1,West Virginia,"2,705.04",,317.95,"2,204.59",0,39.35,"1,924.38",40
2022,Q1,Wisconsin,"2,645,761.38","2,142,586.66",,"37,823.26","22,280.59","1,261.29","899,311.29",391
2022,Q1,Wyoming,"13,579.62","3,650.17","3,967.05","4,161.52",,,"4,086.27",59
2022,Q2,Alabama,"17,872.49","4,689.91","3,270.07","10,431.27",0,,"6,854.10",84
2022,Q2,Alaska,"57,540.17",,"14,466.82","12,657.38",,209.66,"15,638.25",75
2022,Q2,Arizona,"756,639.73","598,742.75","17,782.05","21,186.13",0,588.54,"305,309.66",184
2022,Q2,Arkansas,"14,048.36",,,"8,381.31",0,,"4,467.67",82
2022,Q2,California,"3,783,565.62","2,908,725.37","363,133.12","159,132.28",,"1,902.49","1,061,345.07",1571
2022,Q2,Colorado,"5,631,113.04","4,635,795.44","397,784.08","48,976.48","2,393.49","1,819.51","1,605,937.13",614
2022,Q2,Connecticut,"61,952.07","27,449.57","9,022.17","13,338.59",0,183.04,"30,468.91",176
2022,Q2,Delaware,,,,"6,009.54",,623.29,,54
2022,Q2,District of Columbia,"11,459.11",,,"7,759.74",0,0,"3,790.80",21
2022,Q2,Florida,,,"271,944.06","58,299.36",,"2,312.11","501,163.27",571
2022,Q2,Georgia,"3,642,702.38","3,271,578.64","80,269.89","23,572.48",,"1,033.03","836,058.94",234
2022,Q2,Hawaii,"26,389.86",,"8,351.50","3,986.00",0,,"5,889.62",52
2022,Q2,Idaho,"12,087.38","9,269.14","4,678.87","3,971.24",0,290.07,"7,358.07",129
2022,Q2,Illinois,"394,652.66","317,366.13","32,601.49","42,666.79",,"2,253.58","129,298.17",436
2022,Q2,Indiana,"56,663.85","38,001.74","16,689.45","14,245.46",0,157.51,"33,687.92",295
2022,Q2,Iowa,"38,110.38",,"4,781.44","19,023.22",,204.05,"16,160.46",166
2022,Q2,Kansas,"8,099.46",,"1,205.38","4,057.14",0,307.22,"3,274.03",92
2022,Q2,Kentucky,"85,850.80",,"7,105.82","10,200.89",0,64.09,"58,325.07",138
2022,Q2,Louisiana,"54,906.31",,,"26,638.32",,200.55,"26,063.11",75
2022,Q2,Maine,"81,973.08","30,718.09","26,518.32","19,258.37",60.29,235.03,"25,387.58",340
2022,Q2,Maryland,"140,965.25","119,966.63","13,841.77","14,012.66",,861.62,"32,925.03",200
2022,Q2,Massachusetts,"169,932.70","95,296.72","37,034.10","24,093.45",,429.98,"52,350.93",227
2022,Q2,Michigan,"349,997.23","221,898.16","70,004.50","35,180.68",866.77,"1,743.16","140,399.38",670
2022,Q2,Minnesota,"637,513.65",,"32,383.97","32,073.58",,475.49,"88,079.41",314
2022,Q2,Mississippi,"4,994.65",,,"3,026.93",0,,"5,478.40",33
2022,Q2,Missouri,,,,"16,500.41",,655.18,,249
2022,Q2,Montana,"41,853.54","15,036.54","8,738.44","11,784.40",0,722.38,"18,022.52",139
2022,Q2,Nebraska,"11,818.53",,"1,200.85","7,704.99",0,119.8,"4,368.33",82
2022,Q2,Nevada,"21,514.54",,"5,230.55","9,766.35",,,"3,876.99",72
2022,Q2,New Hampshire,,,,"16,486.62",,216.52,,211
2022,Q2,New Jersey,"1,220,843.99","1,052,543.61",,"34,543.21",,135.16,"338,298.34",161
2022,Q2,New Mexico,"27,602.95","10,595.87","7,243.65","8,483.31",0,,"14,459.06",762
2022,Q2,New York,"2,701,570.02","2,366,104.65","109,823.70","44,008.60",,"1,840.20","694,117.21",156
2022,Q2,North Carolina,"491,310.37","337,440.53","66,647.21","51,108.24",,538.74,"188,013.62",578
2022,Q2,North Dakota,"4,282.77",0,0,"3,962.04",0,,"2,425.70",33
2022,Q2,Ohio,"4,762,017.03","4,196,577.43","287,634.66","38,199.17",,"1,223.42","962,339.29",563
2022,Q2,Oklahoma,"17,931.28",,327.84,"13,581.57",0,418,"8,331.35",102
2022,Q2,Oregon,"440,434.28","247,328.32","80,615.31","38,865.08",,406.44,"107,961.24",451
2022,Q2,Pennsylvania,"1,942,191.37","1,572,369.73","165,553.45","31,351.56",,"2,133.84","484,098.63",761
2022,Q2,Rhode Island,"25,437.03","11,420.23","3,867.49","8,562.40",0,174.65,"9,718.10",54
2022,Q2,South Carolina,,,"2,388.55","17,345.58",0,52.37,,164
2022,Q2,South Dakota,"4,545.48",,,"3,397.34",0,,"2,897.80",64
2022,Q2,Tennessee,"851,416.58","655,475.11","7,052.23","28,105.36",0,605.65,"303,749.87",220
2022,Q2,Texas,"5,242,982.28","4,460,242.76","256,111.77","61,513.14",,"2,111.93","1,059,666.81",618
2022,Q2,Utah,"48,263.76","16,354.14","9,615.43","12,881.80",0,,"16,712.25",61
2022,Q2,Vermont,"88,595.19","50,605.16","18,092.81","10,984.93",0,36.59,"27,493.82",117
2022,Q2,Virginia,"4,123,998.27","3,363,905.66","242,805.53","50,447.82","155,652.99",751.18,"715,269.26",479
2022,Q2,Washington,"178,701.33","70,835.71","46,673.05","39,668.04",,750.75,"52,822.27",692
2022,Q2,West Virginia,"2,403.01",,293.43,"2,206.06",0,,"1,393.86",40
2022,Q2,Wisconsin,"3,248,053.76","2,614,327.61",,"55,054.63","17,445.68","1,317.23","991,233.38",391
2022,Q2,Wyoming,"14,499.23","3,975.10","3,625.27","4,492.33",0,276.97,"6,234.74",59
2022,Q3,Alabama,"18,584.16","5,109.80","2,505.49","10,459.51",0,,"8,389.82",84
2022,Q3,Alaska,"34,806.85",,"9,931.29","9,919.61",,83.74,"12,316.70",75
2022,Q3,Arizona,"785,232.01","665,289.18","14,867.03","17,971.05",0,449.85,"295,757.60",184
2022,Q3,Arkansas,"13,674.99",,,"8,791.25",0,,"4,560.62",82
2022,Q3,California,"3,846,625.08",,"318,453.76","154,383.56",,"2,235.19","999,942.27",1571
2022,Q3,Colorado,"5,828,755.37","4,806,064.66","354,982.57","53,914.02","2,582.21","2,556.91","1,651,592.80",614
2022,Q3,Connecticut,"52,392.72","29,206.96","7,982.01","12,939.53",,201.49,"25,565.32",176
2022,Q3,Delaware,,,,"6,259.42",,642.34,,54
2022,Q3,District of Columbia,"10,027.30",,,"6,526.58",0,0,"2,136.95",21
2022,Q3,Florida,,,"208,982.30","48,776.21",,"1,675.96","565,606.18",571
2022,Q3,Georgia,"3,502,470.15","3,041,924.80","76,957.77","45,956.21",,675.02,"863,460.15",234
2022,Q3,Hawaii,"24,562.64",,"7,885.70","3,910.32",,,"7,283.25",52
2022,Q3,Idaho,"11,841.85","6,754.99","4,173.21","4,485.43",0,254.34,"6,898.33",129
2022,Q3,Illinois,"403,368.00","311,943.26","25,659.36","42,057.44",,633.2,"97,686.39",436
2022,Q3,Indiana,"59,964.08","51,187.20","14,939.40","12,705.49",0,59.3,"24,977.00",295
2022,Q3,Iowa,"38,701.76","11,127.88","6,154.11","17,323.50",,126.74,"16,652.02",166
2022,Q3,Kansas,"7,234.17",,"1,156.85","3,790.48",0,205.32,"3,208.26",92
2022,Q3,Kentucky,"80,292.43",,"6,265.89","8,670.17",0,,"54,544.14",138
2022,Q3,Louisiana,"41,170.38",,,"19,786.62",,144.96,"26,491.78",75
2022,Q3,Maine,"75,446.48","30,940.29","22,501.65","21,343.18",,184.57,"23,732.14",340
2022,Q3,Maryland,"119,054.38","96,009.88","11,915.33","14,928.03",,783.01,"36,585.94",200
2022,Q3,Massachusetts,"150,279.34","89,113.13","28,240.91","22,831.14",,346.99,"48,186.00",227
2022,Q3,Michigan,"307,471.81","205,909.83","52,530.00","45,278.27",,"1,752.81","120,809.92",670
2022,Q3,Minnesota,"289,110.31","217,402.55","30,542.42","31,702.48",,491.64,"76,269.07",314
2022,Q3,Mississippi,"4,268.57",,,"2,697.92",0,,"5,322.63",33
2022,Q3,Missouri,,,,"13,180.58",,617.04,,249
2022,Q3,Montana,"40,015.26","15,044.14","8,217.53","13,500.50",0,759.41,"14,920.74",139
2022,Q3,Nebraska,"11,408.92","1,970.63","1,048.70","7,253.57",0,,"4,304.74",82
2022,Q3,Nevada,"19,822.35",,"4,321.15","9,145.08",,,"3,886.14",72
2022,Q3,New Hampshire,,,,"17,215.15",,394.28,,211
2022,Q3,New Jersey,"1,157,551.06","1,276,950.21",,"32,444.38",,288.81,,161
2022,Q3,New Mexico,"27,156.73","12,573.46","6,475.61","6,037.29",0,361.69,"14,936.43",762
2022,Q3,New York,"2,531,158.90","2,139,618.38","97,576.75","89,583.07",,"2,333.83","672,009.16",156
2022,Q3,North Carolina,"426,086.12","298,958.55","54,519.66","50,399.64",,554.47,"162,245.69",578
2022,Q3,North Dakota,"4,425.60",0,0,"4,006.59",0,,"1,711.22",33
2022,Q3,Ohio,"4,717,208.98","4,146,085.62","288,941.38","38,921.26",,"1,160.68","975,240.17",563
2022,Q3,Oklahoma,"18,936.42",,"1,097.09","11,624.72",0,529.47,"9,893.67",102
2022,Q3,Oregon,"432,864.73","263,021.45","58,328.92","43,317.00",942.13,241.51,"90,815.20",451
2022,Q3,Pennsylvania,"1,923,518.41","1,564,279.27","189,300.67","28,788.43",,"1,944.53","530,548.90",761
2022,Q3,Rhode Island,"23,822.07","11,405.47","3,477.00","9,421.40",0,,"8,405.55",54
2022,Q3,South Carolina,,,"1,852.94","15,514.01",,66.64,,164
2022,Q3,South Dakota,"4,304.66",,,"3,727.18",0,,"2,267.65",64
2022,Q3,Tennessee,"507,579.66","408,786.19","6,312.26","25,420.48",0,858.38,"231,022.01",220
2022,Q3,Texas,"5,003,324.02","4,429,137.83","215,243.46","52,328.14",,"2,247.36","990,920.50",618
2022,Q3,Utah,"42,571.47","15,004.58","8,658.38","11,954.71",0,,"16,797.09",61
2022,Q3,Vermont,"84,207.27","52,034.13","14,733.64","9,433.56",0,48.47,"17,747.01",117
2022,Q3,Virginia,"3,918,899.94","3,257,912.91","204,474.80","49,370.12",,641.36,"730,197.45",479
2022,Q3,Washington,"173,138.68","64,410.78","43,887.52","44,279.86",,715.53,"47,917.55",692
2022,Q3,West Virginia,"2,836.85",,322.44,"2,385.97",0,,"1,486.54",40
2022,Q3,Wisconsin,"2,709,053.24","2,397,062.61",,"55,173.87","4,605.23","2,840.38","802,202.21",391
2022,Q3,Wyoming,"17,749.22","6,051.20","5,161.34","4,613.10",,367.5,"6,818.66",59
2020,Q4,Utah,"38,809.44","17,724.28","4,599.65","10,593.14",0,,"14,441.50",54
2021,Q4,Utah,"37,383.24","12,657.94","7,260.84","10,546.14",0,,"15,157.55",55
2022,Q4,Utah,"42,035.39","14,322.87","8,883.04","10,200.41",0,,"18,611.54",61
2015,Q4,Vermont,"93,969.70","64,552.85","18,611.20","4,319.41",,,"21,439.80",66
2016,Q4,Vermont,,,,,,,,73
2017,Q4,Vermont,,,,,,,,84
2018,Q4,Vermont,,,,,,,,90
2019,Q4,Vermont,"89,662.98","47,105.79","18,535.83","7,890.69",,44.88,"37,805.87",100
2020,Q4,Vermont,"72,940.83","48,304.10","6,339.02","9,653.19",0,,"18,720.99",106
2021,Q4,Vermont,"80,407.34","51,408.62","14,615.47","6,579.70",0,,"22,979.55",111
2022,Q4,Vermont,"63,991.82","39,225.44","12,882.67","8,222.32",0,35.3,"17,704.36",117
2015,Q4,Virginia,"2,620,348.08","2,311,969.85","236,123.08","9,994.46",,816.63,"563,256.66",155
2016,Q4,Virginia,,,,,,,,209
2017,Q4,Virginia,,,,,,,,287
2018,Q4,Virginia,,,,,,,,328
2019,Q4,Virginia,"3,730,061.91","3,119,267.02","282,993.96","45,122.22","131,377.56",221.65,"625,256.33",383
2020,Q4,Virginia,"3,387,144.36","3,089,002.81","148,759.80","41,517.40",,178.27,"670,489.00",420
2021,Q4,Virginia,"3,506,354.00","3,027,236.52","215,719.64","41,331.00",,438.86,"700,831.11",447
2022,Q4,Virginia,"3,223,920.18","2,859,659.65","175,724.61","41,471.79","93,932.51",533.61,"511,807.06",479
2015,Q4,Washington,"135,659.54","32,158.60","61,167.33","13,484.34",185.62,817.44,"30,895.42",383
2016,Q4,Washington,,,,,,,,424
2017,Q4,Washington,,,,,,,,499
2018,Q4,Washington,,,,,,,,540
2019,Q4,Washington,"152,382.04","49,860.40","50,921.32","37,149.15",,692.54,"43,441.40",600
2020,Q4,Washington,"119,758.00","60,055.71","18,826.49","25,640.94",45.29,359.61,"41,341.79",627
2021,Q4,Washington,"144,776.51","62,773.45","35,996.34","30,312.11",,884.97,"43,860.33",667
2022,Q4,Washington,"142,074.24","56,708.00","38,746.28","29,384.72",15.67,643.51,"47,252.12",692
2015,Q4,West Virginia,"3,261.58",,"1,567.86","1,276.96",0,76.31,"1,328.71",17
2016,Q4,West Virginia,,,,,,,,24
2017,Q4,West Virginia,,,,,,,,27
2018,Q4,West Virginia,,,,,,,,32
2019,Q4,West Virginia,"3,244.57",,"1,056.00","2,292.42",0,29.43,"1,885.51",34
2020,Q4,West Virginia,"2,877.44",,281.64,"1,845.44",0,,"2,293.32",35
2021,Q4,West Virginia,"2,871.31",,248.53,"2,435.60",0,,"1,323.57",38
2022,Q4,West Virginia,"2,438.83",,283.66,"2,173.53",0,,"1,423.76",40
2015,Q4,Wisconsin,"2,417,214.34","2,015,633.80","202,185.78","11,647.38","21,749.42",314.64,"676,117.57",189
2016,Q4,Wisconsin,,,,,,,,217
2017,Q4,Wisconsin,,,,,,,,261
2018,Q4,Wisconsin,,,,,,,,303
2019,Q4,Wisconsin,"2,498,307.00","2,026,211.00",,"20,231.00","8,864.24",665,"784,481.41",346
2020,Q4,Wisconsin,"2,624,699.00","2,399,622.29",,"22,413.00","7,487.97",726.59,"780,817.08",365
2021,Q4,Wisconsin,"2,608,781.00","2,212,143.04",,"33,539.00","18,993.70",816.74,"867,580.68",374
2022,Q4,Wisconsin,"2,277,922.08","1,871,205.56",,"40,639.84","4,608.29",917.37,"765,625.30",391
2015,Q4,Wyoming,"4,021.87",,"2,092.67","1,305.97",0,,884.12,32
2016,Q4,Wyoming,,,,,,,,33
2017,Q4,Wyoming,,,,,,,,39
2018,Q4,Wyoming,,,,,,,,44
2019,Q4,Wyoming,"12,225.68",,"3,387.07","2,987.87",,227.35,"3,435.96",51
2020,Q4,Wyoming,"16,633.42",,"4,371.99","2,893.36",0,,"6,918.52",51
2021,Q4,Wyoming,"13,102.43",,"5,387.81","1,550.40",,,"4,811.59",56
2022,Q4,Wyoming,"11,657.64","4,757.38","3,517.28","2,018.92",0,,"5,122.18",59
2023,Q1,Alabama,"17,504.79",,,"10,712.60",0,,"8,377.51",93
2023,Q1,Alaska,"38,688.40",,,"7,625.32",0,,"19,159.85",79
2023,Q1,Arizona,,,"14,432.34","16,232.84",,,,186
2023,Q1,Arkansas,"11,523.08",,,"5,497.92",0,,"4,853.23",90
2023,Q1,California,"3,435,315.54","2,677,835.84","269,028.40","105,135.22",,760.89,"1,111,957.21","1,563"
2023,Q1,Colorado,"4,543,477.26","3,634,200.92","358,082.12","37,827.44",,"3,602.14","1,580,313.93",619
2023,Q1,Connecticut,"50,774.48","23,335.94","6,548.16","9,020.77",0,,"28,065.79",177
2023,Q1,Delaware,,,,"2,808.88",0,,,57
2023,Q1,District of Columbia,"10,470.67",,,,0,,"2,472.24",21
2023,Q1,Florida,,,"250,366.41","44,824.55",,"1,280.76","506,867.43",598
2023,Q1,Georgia,"3,335,696.23",,"96,306.16","35,933.07",,"1,150.21","785,463.92",244
2023,Q1,Hawaii,"25,344.03",,,,0,,"7,139.67",52
2023,Q1,Idaho,"8,750.12",,"4,797.58","3,085.55",0,209.13,"5,996.56",136
2023,Q1,Illinois,"365,888.99",,"21,749.17","33,424.75",,576.69,"86,459.87",455
2023,Q1,Indiana,"55,647.85",,"15,270.90","8,003.92",0,,"29,604.37",305
2023,Q1,Iowa,"35,722.29",,,"8,181.68",,,"18,694.19",177
2023,Q1,Kansas,"6,359.19",,,"2,293.05",0,,"2,809.88",100
2023,Q1,Kentucky,"74,636.68",,,"9,212.70",,,"62,960.60",147
2023,Q1,Louisiana,"40,032.94",,,"17,182.52",,,,78
2023,Q1,Maine,"65,798.45",,"22,303.29","18,206.24",,103.69,"21,177.09",355
2023,Q1,Maryland,"99,117.27","87,343.59","10,684.35","9,658.12",,867.92,"29,687.02",206
2023,Q1,Massachusetts,"100,457.58","45,424.49","24,463.20","14,658.43",,261.93,"40,084.38",235
2023,Q1,Michigan,"313,463.12","181,169.62","51,377.90","35,878.47",,"1,130.39","128,208.21",691
2023,Q1,Minnesota,"515,574.07","428,917.66","28,236.12","19,814.12",,327.62,"77,086.91",322
2023,Q1,Mississippi,,,,,0,,,35
2023,Q1,Missouri,,,,"11,648.31",,,,261
2023,Q1,Montana,"36,744.71","12,563.32","7,543.66","7,643.67",0,485.58,"16,320.42",138
2023,Q1,Nebraska,"9,489.41",,,"5,823.14",0,,"3,270.30",81
2023,Q1,Nevada,"15,963.29",,,"7,432.07",,,"4,909.17",76
2023,Q1,New Hampshire,,,,"11,256.74",0,166.58,,219
2023,Q1,New Jersey,"878,555.53",,,"20,583.29",,,,159
2023,Q1,New Mexico,"21,778.77",,,"4,454.03",,,"14,258.17",788
2023,Q1,New York,"2,052,928.31","1,766,399.56","77,978.40","28,100.04",,"1,307.09","618,782.54",154
2023,Q1,North Carolina,"418,811.59","284,061.82","60,402.84","44,826.91",,592.75,"154,062.11",597
2023,Q1,North Dakota,"3,306.26",0,0,"2,812.31",0,,"2,848.51",33
2023,Q1,Ohio,"4,453,782.49","3,577,095.86","258,990.63","33,877.23",,858.84,"920,635.06",602
2023,Q1,Oklahoma,"13,021.99",,,"9,036.03",0,,"7,557.59",108
2023,Q1,Oregon,"343,487.11","188,602.20","49,753.81","32,856.63",,391.57,"95,392.57",459
2023,Q1,Pennsylvania,"1,479,716.16","1,037,637.56","148,855.28","23,055.44",,"1,334.54","447,832.48",819
2023,Q1,Rhode Island,"19,325.23",,,"7,212.26",0,,"7,008.44",55
2023,Q1,South Carolina,,,,"12,525.34",,,,172
2023,Q1,South Dakota,"2,539.46",,,"1,932.82",0,,"2,339.89",68
2023,Q1,Tennessee,"265,925.35",,"5,199.79","19,745.45",0,428.51,"179,581.65",232
2023,Q1,Texas,"4,688,248.72","4,019,380.26","237,478.89","46,098.53",,"1,364.58","994,868.12",650
2023,Q1,Utah,"37,154.20",,,"8,332.53",0,,"14,770.87",65
2023,Q1,Vermont,"65,896.78","33,538.19","16,100.13","7,800.43",0,,"17,724.14",118
2023,Q1,Virginia,"3,351,759.09","2,742,924.79","212,094.91","33,865.74",,450.15,"657,364.45",517
2023,Q1,Washington,"142,340.79","52,712.38","39,432.69","29,851.29",,570.32,"51,970.72",694
2023,Q1,West Virginia,"2,275.94",,,,0,,"1,318.94",43
2023,Q1,Wisconsin,"2,222,935.89","1,672,965.71",,"35,656.15",,"1,160.58","845,956.11",407
2023,Q1,Wyoming,"11,916.35",,,"5,900.44",0,,"3,657.05",61
2023,Q2,Alabama,"18,010.19",,,"9,057.49",0,,"6,386.46",93
2023,Q2,Alaska,"50,335.18",,,"12,557.72",,,"17,432.23",79
2023,Q2,Arizona,"735,931.56",,,"15,939.29",,,,186
2023,Q2,Arkansas,"13,838.81",,,"8,389.10",0,,"3,675.03",90
2023,Q2,California,"3,347,177.40","2,756,335.38","299,381.07","116,170.80","53,762.51",953.39,"999,481.03","1,563"
2023,Q2,Colorado,"4,977,257.07","4,000,460.31","366,364.97","42,474.33",,"2,227.02","1,667,930.76",619
2023,Q2,Connecticut,"53,825.83",,"7,226.04","10,333.26",0,,"23,219.99",177
2023,Q2,Delaware,,,,"5,498.22",,,,57
2023,Q2,"District of 
Columbia","10,909.60",,,,0,0,"1,954.94",21
2023,Q2,Florida,,,"208,281.96","45,169.99",,"1,272.96","426,988.76",598
2023,Q2,Georgia,"3,726,052.96",,,"35,931.64",,757.88,"812,093.95",244
2023,Q2,Hawaii,"27,846.00",,,"3,945.43",,,"8,520.39",52
2023,Q2,Idaho,"12,319.81",,"5,521.56","5,324.67",0,,"6,358.36",136
2023,Q2,Illinois,"393,961.68","368,086.22","30,314.67","34,935.01",,489.55,"81,411.95",455
2023,Q2,Indiana,"64,432.71",,"16,855.28","11,386.60",0,,"32,969.34",305
2023,Q2,Iowa,"38,761.87",,,"8,786.13",,,"21,043.64",177
2023,Q2,Kansas,"7,452.14",,,"3,722.72",0,,"4,263.72",100
2023,Q2,Kentucky,"58,527.63",,"6,551.49","5,866.34",,,"33,577.00",147
2023,Q2,Louisiana,"44,537.97",,,"19,302.76",,,"20,325.56",78
2023,Q2,Maine,"76,118.61",,"22,990.04","24,090.90",,145.33,"25,428.10",355
2023,Q2,Maryland,"80,779.06","56,742.20","11,887.12","13,216.78",,"1,143.96","20,360.86",206
2023,Q2,Massachusetts,"127,341.52","66,138.98","26,843.19","19,219.99",,,"50,470.81",235
2023,Q2,Michigan,"390,692.96","232,365.13","60,122.84","46,553.61",,"1,395.73","145,728.72",691
2023,Q2,Minnesota,"542,212.40","449,960.31","24,942.91","26,077.31",0,255.69,"73,705.53",322
2023,Q2,Mississippi,,,,,0,,,35
2023,Q2,Missouri,,,,"12,190.94",,,,261
2023,Q2,Montana,"41,488.08","16,822.29","9,075.48","9,126.65",0,264.75,"15,957.00",138
2023,Q2,Nebraska,"13,034.67",,,"9,602.49",0,,"4,436.38",81
2023,Q2,Nevada,"13,485.05",,,"7,761.84",,,"3,178.52",76
2023,Q2,New Jersey,"897,588.80",,,"27,369.39",,,,219
2023,Q2,New Mexico,"27,295.51",,,"7,440.44",0,,"15,311.59",159
2023,Q2,New York,"1,944,723.27","1,719,844.04","88,135.47","40,406.67",,"1,584.25","631,789.07",788
2023,Q2,"New
Hampshire",,,"46,283.76","12,209.97",0,180.32,,154
2023,Q2,North Carolina,"396,229.87","286,977.61","58,319.81","58,679.23",,641.48,"89,158.37",597
2023,Q2,North Dakota,"3,957.32",0,0,"3,478.49",0,,"3,054.13",33
2023,Q2,Ohio,"4,755,010.49","4,157,853.49","276,559.45","35,892.55",,990.4,"906,703.34",602
2023,Q2,Oklahoma,"16,696.78",,,"11,176.53",,,"7,487.91",108
2023,Q2,Oregon,"395,952.45","238,977.18","53,042.48","39,077.98",,390.84,"93,733.63",459
2023,Q2,Pennsylvania,"1,918,816.30","1,196,074.73","141,396.96","31,949.56",,"1,780.39","536,514.80",819
2023,Q2,Rhode Island,"24,484.44",,,"8,076.56",0,,"8,568.45",55
2023,Q2,South Carolina,,,,"16,457.82",0,,,172
2023,Q2,South Dakota,"3,730.99",,,"3,012.71",0,,"2,479.47",68
2023,Q2,Tennessee,"433,417.94","346,932.98",,"23,529.06",,628.58,"194,706.30",232
2023,Q2,Texas,"4,675,359.53","3,965,305.00","220,112.54","49,972.67",,"1,560.66","970,093.66",650
2023,Q2,Utah,"41,628.14",,,"9,578.99",0,,"15,778.61",65
2023,Q2,Vermont,"68,972.55","37,462.20",,"9,448.31",0,,"18,500.84",118
2023,Q2,Virginia,"3,612,263.84","3,176,275.49","226,676.37","39,808.46",,791.47,"606,834.05",517
2023,Q2,Washington,"161,582.11","62,886.44","44,960.36","36,379.61",,909.02,"49,875.89",694
2023,Q2,West Virginia,"2,985.40",,,"2,599.82",0,,"1,546.09",43
2023,Q2,Wisconsin,"2,815,207.19","2,269,517.92",,"26,569.09",,"1,443.80","912,285.24",407
2023,Q2,Wyoming,"12,953.45",,,"6,588.69",0,,"5,494.70",61
2023,Q3,Alabama,"11,244.38",,,"7,600.19",0,,"5,808.52",93
2023,Q3,Alaska,"42,983.77",,,"8,485.24",,,"12,860.18",79
2023,Q3,Arizona,,,,"10,427.66",,,,186
2023,Q3,Arkansas,"8,311.87",,,"3,737.71",0,,"2,652.07",90
2023,Q3,California,"3,356,869.54","2,709,943.49","260,243.31","103,976.42","54,828.89","1,008.49","989,970.13","1,563"
2023,Q3,Colorado,"5,034,699.61","4,188,706.87","333,760.55","51,122.83",,"1,653.89","1,537,594.98",619
2023,Q3,Connecticut,"46,043.12",,"7,020.32","9,951.54",0,,"32,821.36",177
2023,Q3,Delaware,,,,"3,255.74",0,,,57
2023,Q3,"District of
Columbia",,,,,0,,,21
2023,Q3,Florida,,,"180,790.35","36,221.06",,"1,842.70","463,044.04",598
2023,Q3,Georgia,"3,719,114.09","3,232,211.60","95,056.91","28,182.70",,533.45,"763,638.13",244
2023,Q3,Hawaii,"21,738.72",,,,,,,52
2023,Q3,Idaho,"10,130.54",,"5,700.38","2,932.78",0,,"6,122.87",136
2023,Q3,Illinois,"371,006.85","335,588.19","26,968.45","30,211.10",,658.51,"79,784.30",455
2023,Q3,Indiana,"34,915.48",,"7,916.84","12,098.73",0,,"31,621.66",305
2023,Q3,Iowa,"43,536.12",,,"10,324.78",0,,"21,629.93",177
2023,Q3,Kansas,"7,552.19",,,"3,369.83",0,,"3,370.22",100
2023,Q3,Kentucky,"49,314.51",,"5,852.35","5,726.42",,,"27,825.47",147
2023,Q3,Louisiana,"36,968.09",,,"16,498.24",,,"21,429.66",78
2023,Q3,Maine,"70,115.26",,"22,995.35","23,904.83",,,"22,732.59",355
2023,Q3,Maryland,"31,970.35","11,933.53","6,388.19","11,494.68",,893.5,"14,620.75",206
2023,Q3,Massachusetts,"137,875.59","87,829.33","26,651.55","17,761.80",,345.08,"43,248.80",235
2023,Q3,Michigan,"301,273.70","202,030.70","48,051.05","42,065.10",,"1,742.10","122,217.59",691
2023,Q3,Minnesota,"483,559.07","403,667.89","28,577.32","25,565.54",,394.42,"74,541.03",322
2023,Q3,Mississippi,,0,0,,0,0,,35
2023,Q3,Missouri,,,,"10,302.80",0,,,261
2023,Q3,Montana,"44,820.23",,"9,322.58","15,771.63",0,635.47,"14,966.92",138
2023,Q3,Nebraska,"12,318.21",,,"8,877.84",0,,"3,734.41",81
2023,Q3,Nevada,"13,699.91",,,"6,651.80",,0,"3,177.10",76
2023,Q3,New Jersey,"990,759.48",,,"24,821.89",,,,219
2023,Q3,New Mexico,"23,105.68",,,"4,816.76",0,,"5,152.42",159
2023,Q3,New York,"1,735,697.70","1,524,531.57","90,095.96","37,474.15",,"1,341.93","570,219.06",788
2023,Q3,"New
Hampshire",,,,"11,117.95",,298.36,,154
2023,Q3,North Carolina,"419,498.99","301,041.31","61,469.62","44,274.13",,595.33,"151,889.77",597
2023,Q3,North Dakota,"3,992.44",0,0,"3,264.91",0,,"3,408.81",33
2023,Q3,Ohio,"4,574,790.01","3,995,356.58","280,709.19","32,510.11",0,935.46,"849,406.90",602
2023,Q3,Oklahoma,"17,507.73",,,"9,192.54",0,,"6,089.78",108
2023,Q3,Oregon,"382,117.28","235,100.35","54,169.08","40,272.73",,350.15,"75,724.95",459
2023,Q3,Pennsylvania,"1,955,575.21","1,491,326.82","167,782.68","33,689.05",,"1,567.51","505,291.16",819
2023,Q3,Rhode Island,"18,348.17",,,"7,870.10",0,,"5,580.46",55
2023,Q3,South Carolina,,,,"13,937.19",,,,172
2023,Q3,South Dakota,"4,250.40",,,"3,595.08",0,,"2,517.78",68
2023,Q3,Tennessee,"470,878.96","333,570.93",,"16,894.69",0,543.93,"216,671.58",232
2023,Q3,Texas,"4,933,800.18","4,198,040.65","211,518.27","38,948.57",,"1,294.72","994,007.54",650
2023,Q3,Utah,"33,605.43",,,"7,044.48",0,,"15,138.78",65
2023,Q3,Vermont,"65,727.24","36,653.96",,"7,342.64",0,,"15,770.51",118
2023,Q3,Virginia,"3,631,188.85","3,119,724.72","210,800.04","40,053.84",,824.72,"626,004.72",517
