Jurisdiction,Postal Code,FIPS Code,Policies as of,Control,Specific Excise Tax Per Gallon for 5% Alcohol,Ad Valorem Excise Tax On-Premises for 5% Alcohol: Wholesale Tax Rate,Ad Valorem Excise Tax On-Premises for 5% Alcohol: Retail Tax Rate,Ad Valorem Excise Tax On-Premises for 5% Alcohol: Sales Tax Does Not Apply,Ad Valorem Excise Tax On-Premises for 5% Alcohol: Sales Tax Rate,Ad Valorem Excise Tax On-Premises for 5% Alcohol: Sales Tax Adjusted Retail Ad Valorem Rate,Ad Valorem Excise Tax Off-Premises for 5% Alcohol: Wholesale Tax Rate,Ad Valorem Excise Tax Off-Premises for 5% Alcohol: Retail Tax Rate,Ad Valorem Excise Tax Off-Premises for 5% Alcohol: Sales Tax Does Not Apply,Ad Valorem Excise Tax Off-Premises for 5% Alcohol: Sales Tax Rate,Ad Valorem Excise Tax Off-Premises for 5% Alcohol: Sales Tax Adjusted Retail Ad Valorem Rate,Additional Taxes for 3.2-6% Alcohol,Notes,Citations Count,Citations,Juris Note,Row Note
Connecticut,CT,09,1/1/2011,0,$0.20,,,0,,,,,0,,,,"Row Note: 

            Connecticut imposes a tax of $6.00 per barrel, defined as “not less than twenty-eight nor more than thirty-one gallons,” and $0.20 per wine gallon or fraction thereof on quantities less than a quarter barrel.  APIS reports the tax rate on 12 oz. bottles and therefore displays the rate as $0.20 per gallon.",2 Citations,"CS: Conn. Gen. Stat. § 12-435

CS: Conn. Gen. Stat. § 12-433",,"Connecticut imposes a tax of $6.00 per barrel, defined as “not less than twenty-eight nor more than thirty-one gallons,” and $0.20 per wine gallon or fraction thereof on quantities less than a quarter barrel.  APIS reports the tax rate on 12 oz. bottles and therefore displays the rate as $0.20 per gallon."
Connecticut,CT,09,1/1/2012,0,$0.24,,,0,,,,,0,,,,"Row Note: 

            Connecticut imposes a tax of $7.20 per barrel, defined as “not less than twenty-eight nor more than thirty-one gallons,” and $0.24 per wine gallon or fraction thereof on quantities less than a quarter barrel. APIS reports the tax rate on 12 oz. bottles and therefore displays the rate as $0.24 per gallon.",3 Citations,"EB: 2011 Conn. Pub. Acts 11-6, § 98

CS: Conn. Gen. Stat. § 12-433

CS: Conn. Gen. Stat. § 12-435",,"Connecticut imposes a tax of $7.20 per barrel, defined as “not less than twenty-eight nor more than thirty-one gallons,” and $0.24 per wine gallon or fraction thereof on quantities less than a quarter barrel. APIS reports the tax rate on 12 oz. bottles and therefore displays the rate as $0.24 per gallon."
Connecticut,CT,09,1/1/2013,0,$0.24,,,0,,,,,0,,,,"Row Note: 

            Connecticut imposes a tax of $7.20 per barrel, defined as “not less than twenty-eight nor more than thirty-one gallons,” and $0.24 per wine gallon or fraction thereof on quantities less than a quarter barrel. APIS reports the tax rate on 12 oz. bottles and therefore displays the rate as $0.24 per gallon.",3 Citations,"EB: 2011 Conn. Pub. Acts 11-6, § 98

CS: Conn. Gen. Stat. § 12-433

CS: Conn. Gen. Stat. § 12-435",,"Connecticut imposes a tax of $7.20 per barrel, defined as “not less than twenty-eight nor more than thirty-one gallons,” and $0.24 per wine gallon or fraction thereof on quantities less than a quarter barrel. APIS reports the tax rate on 12 oz. bottles and therefore displays the rate as $0.24 per gallon."
Connecticut,CT,09,1/1/2014,0,$0.24,,,0,,,,,0,,,,"Row Note: 

            Connecticut imposes a tax of $7.20 per barrel, defined as “not less than twenty-eight nor more than thirty-one gallons,” and $0.24 per wine gallon or fraction thereof on quantities less than a quarter barrel. APIS reports the tax rate on 12 oz. bottles and therefore displays the rate as $0.24 per gallon.",3 Citations,"EB: 2011 Conn. Pub. Acts 11-6, § 98

CS: Conn. Gen. Stat. § 12-433

CS: Conn. Gen. Stat. § 12-435",,"Connecticut imposes a tax of $7.20 per barrel, defined as “not less than twenty-eight nor more than thirty-one gallons,” and $0.24 per wine gallon or fraction thereof on quantities less than a quarter barrel. APIS reports the tax rate on 12 oz. bottles and therefore displays the rate as $0.24 per gallon."
Connecticut,CT,09,1/1/2015,0,$0.24,,,0,,,,,0,,,,"Row Note: 

            Connecticut imposes a tax of $7.20 per barrel, defined as “not less than twenty-eight nor more than thirty-one gallons,” and $0.24 per wine gallon or fraction thereof on quantities less than a quarter barrel. APIS reports the tax rate on 12 oz. bottles and therefore displays the rate as $0.24 per gallon.",3 Citations,"EB: 2011 Conn. Pub. Acts 11-6, § 98

CS: Conn. Gen. Stat. § 12-433

CS: Conn. Gen. Stat. § 12-435",,"Connecticut imposes a tax of $7.20 per barrel, defined as “not less than twenty-eight nor more than thirty-one gallons,” and $0.24 per wine gallon or fraction thereof on quantities less than a quarter barrel. APIS reports the tax rate on 12 oz. bottles and therefore displays the rate as $0.24 per gallon."
Connecticut,CT,09,1/1/2016,0,$0.24,,,0,,,,,0,,,,"Row Note: 

            Connecticut imposes a tax of $7.20 per barrel, defined as “not less than twenty-eight nor more than thirty-one gallons,” and $0.24 per wine gallon or fraction thereof on quantities less than a quarter barrel. APIS reports the tax rate on 12 oz. bottles and therefore displays the rate as $0.24 per gallon.",3 Citations,"EB: 2011 Conn. Pub. Acts 11-6, § 98

CS: Conn. Gen. Stat. § 12-433

CS: Conn. Gen. Stat. § 12-435",,"Connecticut imposes a tax of $7.20 per barrel, defined as “not less than twenty-eight nor more than thirty-one gallons,” and $0.24 per wine gallon or fraction thereof on quantities less than a quarter barrel. APIS reports the tax rate on 12 oz. bottles and therefore displays the rate as $0.24 per gallon."
Connecticut,CT,09,1/1/2017,0,$0.24,,,0,,,,,0,,,,"Row Note: 

            Connecticut imposes a tax of $7.20 per barrel, defined as “not less than twenty-eight nor more than thirty-one gallons,” and $0.24 per wine gallon or fraction thereof on quantities less than a quarter barrel. APIS reports the tax rate on 12 oz. bottles and therefore displays the rate as $0.24 per gallon.",3 Citations,"EB: 2011 Conn. Pub. Acts 11-6, § 98

CS: Conn. Gen. Stat. § 12-433

CS: Conn. Gen. Stat. § 12-435",,"Connecticut imposes a tax of $7.20 per barrel, defined as “not less than twenty-eight nor more than thirty-one gallons,” and $0.24 per wine gallon or fraction thereof on quantities less than a quarter barrel. APIS reports the tax rate on 12 oz. bottles and therefore displays the rate as $0.24 per gallon."
Connecticut,CT,09,1/1/2018,0,$0.24,,,0,,,,,0,,,,"Row Note: 

            Connecticut imposes a tax of $7.20 per barrel, defined as “not less than twenty-eight nor more than thirty-one gallons,” and $0.24 per wine gallon or fraction thereof on quantities less than a quarter barrel. APIS reports the tax rate on 12 oz. bottles and therefore displays the rate as $0.24 per gallon.",3 Citations,"EB: 2011 Conn. Pub. Acts 11-6, § 98

CS: Conn. Gen. Stat. § 12-433

CS: Conn. Gen. Stat. § 12-435",,"Connecticut imposes a tax of $7.20 per barrel, defined as “not less than twenty-eight nor more than thirty-one gallons,” and $0.24 per wine gallon or fraction thereof on quantities less than a quarter barrel. APIS reports the tax rate on 12 oz. bottles and therefore displays the rate as $0.24 per gallon."
Connecticut,CT,09,1/1/2019,0,$0.24,,,0,,,,,0,,,,"Row Note: 

            Connecticut imposes a tax of $7.20 per barrel, defined as “not less than twenty-eight nor more than thirty-one gallons,” and $0.24 per wine gallon or fraction thereof on quantities less than a quarter barrel. APIS reports the tax rate on 12 oz. bottles and therefore displays the rate as $0.24 per gallon.",3 Citations,"EB: 2011 Conn. Pub. Acts 11-6, § 98

CS: Conn. Gen. Stat. § 12-433

CS: Conn. Gen. Stat. § 12-435",,"Connecticut imposes a tax of $7.20 per barrel, defined as “not less than twenty-eight nor more than thirty-one gallons,” and $0.24 per wine gallon or fraction thereof on quantities less than a quarter barrel. APIS reports the tax rate on 12 oz. bottles and therefore displays the rate as $0.24 per gallon."
Connecticut,CT,09,1/1/2020,0,$0.24,,,0,,,,,0,,,,"Row Note: 

            Connecticut imposes a tax of $7.20 per barrel, defined as “not less than twenty-eight nor more than thirty-one gallons,” and $0.24 per wine gallon or fraction thereof on quantities less than a quarter barrel. APIS reports the tax rate on 12 oz. bottles and therefore displays the rate as $0.24 per gallon.",3 Citations,"EB: 2011 Conn. Pub. Acts 11-6, § 98

CS: Conn. Gen. Stat. § 12-433

CS: Conn. Gen. Stat. § 12-435",,"Connecticut imposes a tax of $7.20 per barrel, defined as “not less than twenty-eight nor more than thirty-one gallons,” and $0.24 per wine gallon or fraction thereof on quantities less than a quarter barrel. APIS reports the tax rate on 12 oz. bottles and therefore displays the rate as $0.24 per gallon."
Connecticut,CT,09,1/1/2021,0,$0.24,,,0,,,,,0,,,,"Row Note: 

            Connecticut imposes a tax of $7.20 per barrel, defined as “not less than twenty-eight nor more than thirty-one gallons,” and $0.24 per wine gallon or fraction thereof on quantities less than a quarter barrel. APIS reports the tax rate on 12 oz. bottles and therefore displays the rate as $0.24 per gallon.",3 Citations,"EB: 2011 Conn. Pub. Acts 11-6, § 98

CS: Conn. Gen. Stat. § 12-433

CS: Conn. Gen. Stat. § 12-435",,"Connecticut imposes a tax of $7.20 per barrel, defined as “not less than twenty-eight nor more than thirty-one gallons,” and $0.24 per wine gallon or fraction thereof on quantities less than a quarter barrel. APIS reports the tax rate on 12 oz. bottles and therefore displays the rate as $0.24 per gallon."
Connecticut,CT,09,1/1/2022,0,$0.24,,,0,,,,,0,,,,"Row Note: 

            Connecticut imposes a tax of $7.20 per barrel, defined as “not less than twenty-eight nor more than thirty-one gallons,” and $0.24 per wine gallon or fraction thereof on quantities less than a quarter barrel. APIS reports the tax rate on 12 oz. bottles and therefore displays the rate as $0.24 per gallon.",3 Citations,"EB: 2011 Conn. Pub. Acts 11-6, § 98

CS: Conn. Gen. Stat. § 12-433

CS: Conn. Gen. Stat. § 12-435",,"Connecticut imposes a tax of $7.20 per barrel, defined as “not less than twenty-eight nor more than thirty-one gallons,” and $0.24 per wine gallon or fraction thereof on quantities less than a quarter barrel. APIS reports the tax rate on 12 oz. bottles and therefore displays the rate as $0.24 per gallon."
Connecticut,CT,09,1/1/2023,0,$0.24,,,0,,,,,0,,,,"Row Note: 

            Connecticut imposes a tax of $7.20 per barrel, defined as “not less than twenty-eight nor more than thirty-one gallons,” and $0.24 per wine gallon or fraction thereof on quantities less than a quarter barrel. APIS reports the tax rate on 12 oz. bottles and therefore displays the rate as $0.24 per gallon.",3 Citations,"EB: 2011 Conn. Pub. Acts 11-6, § 98

CS: Conn. Gen. Stat. § 12-433

CS: Conn. Gen. Stat. § 12-435",,"Connecticut imposes a tax of $7.20 per barrel, defined as “not less than twenty-eight nor more than thirty-one gallons,” and $0.24 per wine gallon or fraction thereof on quantities less than a quarter barrel. APIS reports the tax rate on 12 oz. bottles and therefore displays the rate as $0.24 per gallon."
Delaware,DE,10,1/1/2010,0,$0.16,,,0,,,,,0,,,,,2 Citations,"CS: Del. Code Ann. tit. 4, § 581

CS: Del. Code Ann. tit. 4, § 101",,
Delaware,DE,10,1/1/2011,0,$0.16,,,0,,,,,0,,,,,2 Citations,"CS: Del. Code Ann. tit. 4, § 581

CS: Del. Code Ann. tit. 4, § 101",,
Delaware,DE,10,1/1/2012,0,$0.16,,,0,,,,,0,,,,,2 Citations,"CS: Del. Code Ann. tit. 4, § 581

CS: Del. Code Ann. tit. 4, § 101",,
Delaware,DE,10,1/1/2013,0,$0.16,,,0,,,,,0,,,,,2 Citations,"CS: Del. Code Ann. tit. 4, § 581

CS: Del. Code Ann. tit. 4, § 101",,
Delaware,DE,10,1/1/2014,0,$0.16,,,0,,,,,0,,,,,2 Citations,"CS: Del. Code Ann. tit. 4, § 581

CS: Del. Code Ann. tit. 4, § 101",,
Delaware,DE,10,1/1/2015,0,$0.16,,,0,,,,,0,,,,,2 Citations,"CS: Del. Code Ann. tit. 4, § 581

CS: Del. Code Ann. tit. 4, § 101",,
Delaware,DE,10,1/1/2016,0,$0.16,,,0,,,,,0,,,,,2 Citations,"CS: Del. Code Ann. tit. 4, § 581

CS: Del. Code Ann. tit. 4, § 101",,
Delaware,DE,10,1/1/2017,0,$0.16,,,0,,,,,0,,,,,2 Citations,"CS: Del. Code Ann. tit. 4, § 581

CS: Del. Code Ann. tit. 4, § 101",,
Delaware,DE,10,1/1/2018,0,$0.26,,,0,,,,,0,,,,,3 Citations,"EB: 2017 Del. Laws Ch. 54

CS: Del. Code Ann. tit. 4, § 101

CS: Del. Code Ann. tit. 4, § 581",,
Delaware,DE,10,1/1/2019,0,$0.26,,,0,,,,,0,,,,,3 Citations,"EB: 2017 Del. Laws Ch. 54

CS: Del. Code Ann. tit. 4, § 101

CS: Del. Code Ann. tit. 4, § 581",,
Delaware,DE,10,1/1/2020,0,$0.26,,,0,,,,,0,,,,,3 Citations,"EB: 2017 Del. Laws Ch. 54

CS: Del. Code Ann. tit. 4, § 101

CS: Del. Code Ann. tit. 4, § 581",,
Delaware,DE,10,1/1/2021,0,$0.26,,,0,,,,,0,,,,,3 Citations,"EB: 2017 Del. Laws Ch. 54

CS: Del. Code Ann. tit. 4, § 101

CS: Del. Code Ann. tit. 4, § 581",,
Delaware,DE,10,1/1/2022,0,$0.26,,,0,,,,,0,,,,,3 Citations,"EB: 2017 Del. Laws Ch. 54

CS: Del. Code Ann. tit. 4, § 101

CS: Del. Code Ann. tit. 4, § 581",,
Delaware,DE,10,1/1/2023,0,$0.26,,,0,,,,,0,,,,,3 Citations,"EB: 2017 Del. Laws Ch. 54

CS: Del. Code Ann. tit. 4, § 101

CS: Del. Code Ann. tit. 4, § 581",,
District of Columbia,DC,11,1/1/2014,0,$0.09,,10.00%,1,5.75%,4.25%,,10.00%,1,5.75%,4.25%,,,6 Citations,"CS: D.C. Code Ann. § 25-101

CS: D.C. Code Ann. § 25-902

CS: D.C. Code Ann. § 47-2002

CS: D.C. Code Ann. § 47-2002.02

EB: 2011 D.C. Stat 19-21, § 8032

EB: 2013 D.C. Stat 20-61, § 10006",,
District of Columbia,DC,11,1/1/2015,0,$0.09,,10.00%,1,5.75%,4.25%,,10.00%,1,5.75%,4.25%,,,6 Citations,"CS: D.C. Code Ann. § 25-101

CS: D.C. Code Ann. § 25-902

CS: D.C. Code Ann. § 47-2002

CS: D.C. Code Ann. § 47-2002.02

EB: 2011 D.C. Stat 19-21, § 8032

EB: 2013 D.C. Stat 20-61, § 10006",,
District of Columbia,DC,11,1/1/2016,0,$0.09,,10.00%,1,5.75%,4.25%,,10.00%,1,5.75%,4.25%,,,6 Citations,"CS: D.C. Code Ann. § 25-101

CS: D.C. Code Ann. § 25-902

CS: D.C. Code Ann. § 47-2002

CS: D.C. Code Ann. § 47-2002.02

EB: 2011 D.C. Stat 19-21, § 8032

EB: 2013 D.C. Stat 20-61, § 10006",,
District of Columbia,DC,11,1/1/2017,0,$0.09,,10.00%,1,5.75%,4.25%,,10.00%,1,5.75%,4.25%,,,6 Citations,"CS: D.C. Code Ann. § 25-101

CS: D.C. Code Ann. § 25-902

CS: D.C. Code Ann. § 47-2002

CS: D.C. Code Ann. § 47-2002.02

EB: 2011 D.C. Stat 19-21, § 8032

EB: 2013 D.C. Stat 20-61, § 10006",,
District of Columbia,DC,11,1/1/2018,0,$0.09,,0.1,1,0.0575,0.0425,,0.1,1,0.0575,0.0425,,,6 Citations,"CS: D.C. Code Ann. § 25-101

CS: D.C. Code Ann. § 25-902

CS: D.C. Code Ann. § 47-2002

CS: D.C. Code Ann. § 47-2002.02

EB: 2011 D.C. Stat 19-21, § 8032

EB: 2013 D.C. Stat 20-61, § 10006",,
District of Columbia,DC,11,1/1/2019,0,$0.09,,0.1,1,0.06,0.04,,0.1025,1,0.06,0.0425,,,7 Citations,"EB: 2011 D.C. Stat 19-21, § 8032

EB: 2013 D.C. Stat 20-61, § 10006

EB: 2018 D.C. Stat. 22-168, § 6004(2)(a)

CS: D.C. Code Ann. § 25-101

CS: D.C. Code Ann. § 25-902

CS: D.C. Code Ann. § 47-2002

CS: D.C. Code Ann. § 47-2002.02",,
District of Columbia,DC,11,1/1/2020,0,$0.09,,0.1,1,0.06,0.04,,0.1025,1,0.06,0.0425,,,7 Citations,"EB: 2011 D.C. Stat 19-21, § 8032

EB: 2013 D.C. Stat 20-61, § 10006

EB: 2018 D.C. Stat. 22-168, § 6004(2)(a)

CS: D.C. Code Ann. § 25-101

CS: D.C. Code Ann. § 25-902

CS: D.C. Code Ann. § 47-2002

CS: D.C. Code Ann. § 47-2002.02",,
District of Columbia,DC,11,1/1/2021,0,$0.09,,0.1,1,0.06,0.04,,0.1025,1,0.06,0.0425,,,7 Citations,"EB: 2011 D.C. Stat 19-21, § 8032

EB: 2013 D.C. Stat 20-61, § 10006

EB: 2018 D.C. Stat. 22-168, § 6004(2)(a)

CS: D.C. Code Ann. § 25-101

CS: D.C. Code Ann. § 25-902

CS: D.C. Code Ann. § 47-2002

CS: D.C. Code Ann. § 47-2002.02",,
District of Columbia,DC,11,1/1/2022,0,$0.09,,0.1,1,0.06,0.04,,0.1025,1,0.06,0.0425,,,7 Citations,"EB: 2011 D.C. Stat 19-21, § 8032

EB: 2013 D.C. Stat 20-61, § 10006

EB: 2018 D.C. Stat. 22-168, § 6004(2)(a)

CS: D.C. Code Ann. § 25-101

CS: D.C. Code Ann. § 25-902

CS: D.C. Code Ann. § 47-2002

CS: D.C. Code Ann. § 47-2002.02",,
District of Columbia,DC,11,1/1/2023,0,$0.09,,10.00%,1,6.00%,4.00%,,10.25%,1,6.00%,4.25%,,,7 Citations,"EB: 2011 D.C. Stat 19-21, § 8032

EB: 2013 D.C. Stat 20-61, § 10006

EB: 2018 D.C. Stat. 22-168, § 6004(2)(a)

CS: D.C. Code Ann. § 25-101

CS: D.C. Code Ann. § 25-902

CS: D.C. Code Ann. § 47-2002

CS: D.C. Code Ann. § 47-2002.02",,
Florida,FL,12,1/1/2010,0,$0.48,,,0,,,,,0,,,,"Juris Note: 

            Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",3 Citations,"EB: 2006 Fla. Laws ch. 162, § 5

CS: Fla. Stat. ch. 563.01

CS: Fla. Stat. ch. 563.05","Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",
Florida,FL,12,1/1/2011,0,$0.48,,,0,,,,,0,,,,"Juris Note: 

            Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",3 Citations,"EB: 2006 Fla. Laws ch. 162, § 5

CS: Fla. Stat. ch. 563.01

CS: Fla. Stat. ch. 563.05","Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",
Florida,FL,12,1/1/2012,0,$0.48,,,0,,,,,0,,,,"Juris Note: 

            Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",3 Citations,"EB: 2006 Fla. Laws ch. 162, § 5

CS: Fla. Stat. ch. 563.01

CS: Fla. Stat. ch. 563.05","Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",
Florida,FL,12,1/1/2013,0,$0.48,,,0,,,,,0,,,,"Juris Note: 

            Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",3 Citations,"EB: 2006 Fla. Laws ch. 162, § 5

CS: Fla. Stat. ch. 563.01

CS: Fla. Stat. ch. 563.05","Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",
Florida,FL,12,1/1/2014,0,$0.48,,,0,,,,,0,,,,"Juris Note: 

            Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",3 Citations,"EB: 2006 Fla. Laws ch. 162, § 5

CS: Fla. Stat. ch. 563.01

CS: Fla. Stat. ch. 563.05","Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",
Florida,FL,12,1/1/2015,0,$0.48,,,0,,,,,0,,,,"Juris Note: 

            Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",3 Citations,"EB: 2006 Fla. Laws ch. 162, § 5

CS: Fla. Stat. ch. 563.01

CS: Fla. Stat. ch. 563.05","Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",
Florida,FL,12,1/1/2016,0,$0.48,,,0,,,,,0,,,,"Juris Note: 

            Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",3 Citations,"EB: 2006 Fla. Laws ch. 162, § 5

CS: Fla. Stat. ch. 563.01

CS: Fla. Stat. ch. 563.05","Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",
Florida,FL,12,1/1/2017,0,$0.48,,,0,,,,,0,,,,"Juris Note: 

            Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",3 Citations,"EB: 2006 Fla. Laws ch. 162, § 5

CS: Fla. Stat. ch. 563.01

CS: Fla. Stat. ch. 563.05","Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",
Florida,FL,12,1/1/2018,0,$0.48,,,0,,,,,0,,,,"Juris Note: 

            Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",3 Citations,"EB: 2006 Fla. Laws ch. 162, § 5

CS: Fla. Stat. ch. 563.01

CS: Fla. Stat. ch. 563.05","Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",
Florida,FL,12,1/1/2019,0,$0.48,,,0,,,,,0,,,,"Juris Note: 

            Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",3 Citations,"EB: 2006 Fla. Laws ch. 162, § 5

CS: Fla. Stat. ch. 563.01

CS: Fla. Stat. ch. 563.05","Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",
Florida,FL,12,1/1/2020,0,$0.48,,,0,,,,,0,,,,"Juris Note: 

            Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",3 Citations,"EB: 2006 Fla. Laws ch. 162, § 5

CS: Fla. Stat. ch. 563.01

CS: Fla. Stat. ch. 563.05","Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",
Florida,FL,12,1/1/2021,0,$0.48,,,0,,,,,0,,,,"Juris Note: 

            Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",3 Citations,"EB: 2006 Fla. Laws ch. 162, § 5

CS: Fla. Stat. ch. 563.01

CS: Fla. Stat. ch. 563.05","Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",
Florida,FL,12,1/1/2022,0,$0.48,,,0,,,,,0,,,,"Juris Note: 

            Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",3 Citations,"EB: 2006 Fla. Laws ch. 162, § 5

CS: Fla. Stat. ch. 563.01

CS: Fla. Stat. ch. 563.05","Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",
Florida,FL,12,1/1/2023,0,$0.48,,,0,,,,,0,,,,"Juris Note: 

            Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",3 Citations,"EB: 2006 Fla. Laws ch. 162, § 5

CS: Fla. Stat. ch. 563.01

CS: Fla. Stat. ch. 563.05","Florida previously imposed a surcharge of 1.34 cents on each 12 ounces of beer sold at retail for consumption on premises. This surcharge was repealed as of July 1, 2007.",
Georgia,GA,13,1/1/2010,0,$1.01,,,0,,,,,0,,,,"Juris Note: 

            $0.32 per gallon for malt beverages sold in barrels or bulk containers containing not more than 31 gallons, and $0.39 per gallon on barrels or bulk containers of 15.5 gallons or less.",3 Citations,"CS: Ga. Code Ann. § 3-1-2

CS: Ga. Code Ann. § 3-5-60

CS: Ga. Code Ann. § 3-5-80","$0.32 per gallon for malt beverages sold in barrels or bulk containers containing not more than 31 gallons, and $0.39 per gallon on barrels or bulk containers of 15.5 gallons or less.",
Georgia,GA,13,1/1/2011,0,$1.01,,,0,,,,,0,,,,"Juris Note: 

            $0.32 per gallon for malt beverages sold in barrels or bulk containers containing not more than 31 gallons, and $0.39 per gallon on barrels or bulk containers of 15.5 gallons or less.",3 Citations,"CS: Ga. Code Ann. § 3-1-2

CS: Ga. Code Ann. § 3-5-60

CS: Ga. Code Ann. § 3-5-80","$0.32 per gallon for malt beverages sold in barrels or bulk containers containing not more than 31 gallons, and $0.39 per gallon on barrels or bulk containers of 15.5 gallons or less.",
Georgia,GA,13,1/1/2012,0,$1.01,,,0,,,,,0,,,,"Juris Note: 

            $0.32 per gallon for malt beverages sold in barrels or bulk containers containing not more than 31 gallons, and $0.39 per gallon on barrels or bulk containers of 15.5 gallons or less.",3 Citations,"CS: Ga. Code Ann. § 3-1-2

CS: Ga. Code Ann. § 3-5-60

CS: Ga. Code Ann. § 3-5-80","$0.32 per gallon for malt beverages sold in barrels or bulk containers containing not more than 31 gallons, and $0.39 per gallon on barrels or bulk containers of 15.5 gallons or less.",
Georgia,GA,13,1/1/2013,0,$1.01,,,0,,,,,0,,,,"Juris Note: 

            $0.32 per gallon for malt beverages sold in barrels or bulk containers containing not more than 31 gallons, and $0.39 per gallon on barrels or bulk containers of 15.5 gallons or less.",3 Citations,"CS: Ga. Code Ann. § 3-1-2

CS: Ga. Code Ann. § 3-5-60

CS: Ga. Code Ann. § 3-5-80","$0.32 per gallon for malt beverages sold in barrels or bulk containers containing not more than 31 gallons, and $0.39 per gallon on barrels or bulk containers of 15.5 gallons or less.",
Georgia,GA,13,1/1/2014,0,$1.01,,,0,,,,,0,,,,"Juris Note: 

            $0.32 per gallon for malt beverages sold in barrels or bulk containers containing not more than 31 gallons, and $0.39 per gallon on barrels or bulk containers of 15.5 gallons or less.",3 Citations,"CS: Ga. Code Ann. § 3-1-2

CS: Ga. Code Ann. § 3-5-60

CS: Ga. Code Ann. § 3-5-80","$0.32 per gallon for malt beverages sold in barrels or bulk containers containing not more than 31 gallons, and $0.39 per gallon on barrels or bulk containers of 15.5 gallons or less.",
